disease_name,state,year,no_of_death,county_name
"Cerebrovascular Disease",WI,2011,26,Clark
"Cerebrovascular Disease",AL,2011,23,Clarke
"Cerebrovascular Disease",GA,2011,112,Clarke
"Cerebrovascular Disease",IA,2011,3,Clarke
"Cerebrovascular Disease",MS,2011,14,Clarke
"Cerebrovascular Disease",VA,2011,10,Clarke
"Cerebrovascular Disease",OR,2011,35,Clatsop
"Cerebrovascular Disease",AL,2011,4,Clay
"Cerebrovascular Disease",AR,2011,9,Clay
"Cerebrovascular Disease",FL,2011,155,Clay
"Cerebrovascular Disease",GA,2011,2,Clay
"Cerebrovascular Disease",IA,2011,6,Clay
"Cerebrovascular Disease",IL,2011,4,Clay
"Cerebrovascular Disease",IN,2011,45,Clay
"Cerebrovascular Disease",KS,2011,12,Clay
"Cerebrovascular Disease",KY,2011,9,Clay
"Cerebrovascular Disease",MN,2011,76,Clay
"Cerebrovascular Disease",MO,2011,186,Clay
"Cerebrovascular Disease",MS,2011,10,Clay
"Cerebrovascular Disease",NC,2011,12,Clay
"Cerebrovascular Disease",NE,2011,5,Clay
"Cerebrovascular Disease",SD,2011,22,Clay
"Cerebrovascular Disease",TN,2011,5,Clay
"Cerebrovascular Disease",TX,2011,11,Clay
"Cerebrovascular Disease",WV,2011,9,Clay
"Cerebrovascular Disease",GA,2011,105,Clayton
"Cerebrovascular Disease",IA,2011,17,Clayton
"Cerebrovascular Disease",CO,2011,2,"Clear Creek"
"Cerebrovascular Disease",PA,2011,55,Clearfield
"Cerebrovascular Disease",ID,2011,11,Clearwater
"Cerebrovascular Disease",MN,2011,2,Clearwater
"Cerebrovascular Disease",AL,2011,11,Cleburne
"Cerebrovascular Disease",AR,2011,9,Cleburne
"Cerebrovascular Disease",OH,2011,89,Clermont
"Cerebrovascular Disease",AR,2011,5,Cleveland
"Cerebrovascular Disease",NC,2011,59,Cleveland
"Cerebrovascular Disease",OK,2011,127,Cleveland
"Cerebrovascular Disease",GA,2011,4,Clinch
"Cerebrovascular Disease",IA,2011,33,Clinton
"Cerebrovascular Disease",IL,2011,39,Clinton
"Cerebrovascular Disease",IN,2011,14,Clinton
"Cerebrovascular Disease",KY,2011,8,Clinton
"Cerebrovascular Disease",MI,2011,81,Clinton
"Cerebrovascular Disease",MO,2011,16,Clinton
"Cerebrovascular Disease",NY,2011,46,Clinton
"Cerebrovascular Disease",OH,2011,37,Clinton
"Cerebrovascular Disease",PA,2011,18,Clinton
"Cerebrovascular Disease",KS,2011,11,Cloud
"Cerebrovascular Disease",MS,2011,13,Coahoma
"Cerebrovascular Disease",OK,2011,4,Coal
"Cerebrovascular Disease",GA,2011,190,Cobb
"Cerebrovascular Disease",AZ,2011,39,Cochise
"Cerebrovascular Disease",TX,2011,2,Cochran
"Cerebrovascular Disease",TN,2011,11,Cocke
"Cerebrovascular Disease",AZ,2011,60,Coconino
"Cerebrovascular Disease",SD,2011,41,Codington
"Cerebrovascular Disease",AL,2011,43,Coffee
"Cerebrovascular Disease",GA,2011,30,Coffee
"Cerebrovascular Disease",TN,2011,34,Coffee
"Cerebrovascular Disease",KS,2011,5,Coffey
"Cerebrovascular Disease",TX,2011,4,Coke
"Cerebrovascular Disease",AL,2011,50,Colbert
"Cerebrovascular Disease",MO,2011,49,Cole
"Cerebrovascular Disease",TX,2011,8,Coleman
"Cerebrovascular Disease",IL,2011,105,Coles
"Cerebrovascular Disease",NE,2011,5,Colfax
"Cerebrovascular Disease",NM,2011,17,Colfax
"Cerebrovascular Disease",SC,2011,35,Colleton
"Cerebrovascular Disease",FL,2011,715,Collier
"Cerebrovascular Disease",TX,2011,462,Collin
"Cerebrovascular Disease",TX,2011,1,Collingsworth
"Cerebrovascular Disease",VA,2011,10,"Colonial Heights City"
"Cerebrovascular Disease",TX,2011,11,Colorado
"Cerebrovascular Disease",GA,2011,35,Colquitt
"Cerebrovascular Disease",AR,2011,29,Columbia
"Cerebrovascular Disease",FL,2011,61,Columbia
"Cerebrovascular Disease",GA,2011,137,Columbia
"Cerebrovascular Disease",NY,2011,33,Columbia
"Cerebrovascular Disease",OR,2011,37,Columbia
"Cerebrovascular Disease",PA,2011,60,Columbia
"Cerebrovascular Disease",WA,2011,2,Columbia
"Cerebrovascular Disease",WI,2011,49,Columbia
"Cerebrovascular Disease",OH,2011,107,Columbiana
"Cerebrovascular Disease",NC,2011,23,Columbus
"Cerebrovascular Disease",CA,2011,7,Colusa
"Cerebrovascular Disease",TX,2011,62,Comal
"Cerebrovascular Disease",KS,2011,2,Comanche
"Cerebrovascular Disease",OK,2011,55,Comanche
"Cerebrovascular Disease",TX,2011,18,Comanche
"Cerebrovascular Disease",TX,2011,1,Concho
"Cerebrovascular Disease",LA,2011,14,Concordia
"Cerebrovascular Disease",AL,2011,8,Conecuh
"Cerebrovascular Disease",CO,2011,3,Conejos
"Cerebrovascular Disease",CA,2011,1773,"Contra Costa"
"Cerebrovascular Disease",WY,2011,8,Converse
"Cerebrovascular Disease",AR,2011,11,Conway
"Cerebrovascular Disease",GA,2011,31,Cook
"Cerebrovascular Disease",IL,2011,2955,Cook
"Cerebrovascular Disease",MN,2011,2,Cook
"Cerebrovascular Disease",TX,2011,45,Cooke
"Cerebrovascular Disease",MO,2011,10,Cooper
"Cerebrovascular Disease",NH,2011,18,Coos
"Cerebrovascular Disease",OR,2011,96,Coos
"Cerebrovascular Disease",AL,2011,5,Coosa
"Cerebrovascular Disease",MS,2011,14,Copiah
"Cerebrovascular Disease",SD,2011,2,Corson
"Cerebrovascular Disease",NY,2011,21,Cortland
"Cerebrovascular Disease",TX,2011,134,Coryell
"Cerebrovascular Disease",OH,2011,41,Coshocton
"Cerebrovascular Disease",CO,2011,1,Costilla
"Cerebrovascular Disease",TX,2011,1,Cottle
"Cerebrovascular Disease",OK,2011,11,Cotton
"Cerebrovascular Disease",MN,2011,4,Cottonwood
"Cerebrovascular Disease",AL,2011,34,Covington
"Cerebrovascular Disease",MS,2011,20,Covington
"Cerebrovascular Disease",VA,2011,9,"Covington City"
"Cerebrovascular Disease",GA,2011,52,Coweta
"Cerebrovascular Disease",KS,2011,28,Cowley
"Cerebrovascular Disease",WA,2011,90,Cowlitz
"Cerebrovascular Disease",OK,2011,9,Craig
"Cerebrovascular Disease",VA,2011,2,Craig
"Cerebrovascular Disease",AR,2011,163,Craighead
"Cerebrovascular Disease",TX,2011,2,Crane
"Cerebrovascular Disease",NC,2011,48,Craven
"Cerebrovascular Disease",AR,2011,44,Crawford
"Cerebrovascular Disease",GA,2011,6,Crawford
"Cerebrovascular Disease",IA,2011,16,Crawford
"Cerebrovascular Disease",IL,2011,7,Crawford
"Cerebrovascular Disease",IN,2011,6,Crawford
"Cerebrovascular Disease",KS,2011,64,Crawford
"Cerebrovascular Disease",MI,2011,4,Crawford
"Cerebrovascular Disease",MO,2011,26,Crawford
"Cerebrovascular Disease",OH,2011,46,Crawford
"Cerebrovascular Disease",PA,2011,60,Crawford
"Cerebrovascular Disease",WI,2011,10,Crawford
"Cerebrovascular Disease",OK,2011,69,Creek
"Cerebrovascular Disease",AL,2011,10,Crenshaw
"Cerebrovascular Disease",GA,2011,44,Crisp
"Cerebrovascular Disease",AR,2011,21,Crittenden
"Cerebrovascular Disease",KY,2011,6,Crittenden
"Cerebrovascular Disease",TN,2011,17,Crockett
"Cerebrovascular Disease",TX,2011,1,Crockett
"Cerebrovascular Disease",OR,2011,11,Crook
"Cerebrovascular Disease",WY,2011,10,Crook
"Cerebrovascular Disease",TX,2011,7,Crosby
"Cerebrovascular Disease",AR,2011,8,Cross
"Cerebrovascular Disease",MN,2011,33,"Crow Wing"
"Cerebrovascular Disease",CO,2011,5,Crowley
"Cerebrovascular Disease",TX,2011,2,Culberson
"Cerebrovascular Disease",AL,2011,59,Cullman
"Cerebrovascular Disease",VA,2011,30,Culpeper
"Cerebrovascular Disease",IL,2011,16,Cumberland
"Cerebrovascular Disease",KY,2011,7,Cumberland
"Cerebrovascular Disease",ME,2011,275,Cumberland
"Cerebrovascular Disease",NC,2011,144,Cumberland
"Cerebrovascular Disease",NJ,2011,78,Cumberland
"Cerebrovascular Disease",PA,2011,78,Cumberland
"Cerebrovascular Disease",TN,2011,46,Cumberland
"Cerebrovascular Disease",VA,2011,14,Cumberland
"Cerebrovascular Disease",NE,2011,7,Cuming
"Cerebrovascular Disease",NC,2011,11,Currituck
"Cerebrovascular Disease",NM,2011,22,Curry
"Cerebrovascular Disease",OR,2011,38,Curry
"Cerebrovascular Disease",CO,2011,3,Custer
"Cerebrovascular Disease",ID,2011,2,Custer
"Cerebrovascular Disease",MT,2011,9,Custer
"Cerebrovascular Disease",NE,2011,6,Custer
"Cerebrovascular Disease",OK,2011,12,Custer
"Cerebrovascular Disease",SD,2011,8,Custer
"Cerebrovascular Disease",OH,2011,641,Cuyahoga
"Cerebrovascular Disease",GA,2011,24,Dade
"Cerebrovascular Disease",MO,2011,8,Dade
"Cerebrovascular Disease",UT,2011,0,Daggett
"Cerebrovascular Disease",MN,2011,538,Dakota
"Cerebrovascular Disease",NE,2011,13,Dakota
"Cerebrovascular Disease",AL,2011,32,Dale
"Cerebrovascular Disease",TX,2011,2,Dallam
"Cerebrovascular Disease",AL,2011,23,Dallas
"Cerebrovascular Disease",AR,2011,5,Dallas
"Cerebrovascular Disease",IA,2011,25,Dallas
"Cerebrovascular Disease",MO,2011,17,Dallas
"Cerebrovascular Disease",TX,2011,672,Dallas
"Cerebrovascular Disease",WI,2011,679,Dane
"Cerebrovascular Disease",MT,2011,0,Daniels
"Cerebrovascular Disease",VA,2011,31,"Danville City"
"Cerebrovascular Disease",NC,2011,33,Dare
"Cerebrovascular Disease",OH,2011,44,Darke
"Cerebrovascular Disease",SC,2011,39,Darlington
"Cerebrovascular Disease",PA,2011,182,Dauphin
"Cerebrovascular Disease",NC,2011,57,Davidson
"Cerebrovascular Disease",TN,2011,456,Davidson
"Cerebrovascular Disease",NC,2011,59,Davie
"Cerebrovascular Disease",IN,2011,23,Daviess
"Cerebrovascular Disease",KY,2011,58,Daviess
"Cerebrovascular Disease",MO,2011,4,Daviess
"Cerebrovascular Disease",IA,2011,4,Davis
"Cerebrovascular Disease",UT,2011,350,Davis
"Cerebrovascular Disease",SD,2011,8,Davison
"Cerebrovascular Disease",NE,2011,9,Dawes
"Cerebrovascular Disease",GA,2011,17,Dawson
"Cerebrovascular Disease",MT,2011,6,Dawson
"Cerebrovascular Disease",NE,2011,11,Dawson
"Cerebrovascular Disease",TX,2011,27,Dawson
"Cerebrovascular Disease",SD,2011,9,Day
"Cerebrovascular Disease",NM,2011,1,"De Baca"
"Cerebrovascular Disease",LA,2011,25,"De Soto"
"Cerebrovascular Disease",IL,2011,9,"De Witt"
"Cerebrovascular Disease",TX,2011,5,"Deaf Smith"
"Cerebrovascular Disease",IN,2011,34,Dearborn
"Cerebrovascular Disease",GA,2011,22,Decatur
"Cerebrovascular Disease",IA,2011,9,Decatur
"Cerebrovascular Disease",IN,2011,10,Decatur
"Cerebrovascular Disease",KS,2011,1,Decatur
"Cerebrovascular Disease",TN,2011,13,Decatur
"Cerebrovascular Disease",MT,2011,10,"Deer Lodge"
"Cerebrovascular Disease",OH,2011,17,Defiance
"Cerebrovascular Disease",AL,2011,58,DeKalb
"Cerebrovascular Disease",GA,2011,385,DeKalb
"Cerebrovascular Disease",IL,2011,42,DeKalb
"Cerebrovascular Disease",IN,2011,27,DeKalb
"Cerebrovascular Disease",MO,2011,10,DeKalb
"Cerebrovascular Disease",TN,2011,35,DeKalb
"Cerebrovascular Disease",CA,2011,20,"Del Norte"
"Cerebrovascular Disease",IA,2011,14,Delaware
"Cerebrovascular Disease",IN,2011,91,Delaware
"Cerebrovascular Disease",NY,2011,15,Delaware
"Cerebrovascular Disease",OH,2011,77,Delaware
"Cerebrovascular Disease",OK,2011,34,Delaware
"Cerebrovascular Disease",PA,2011,198,Delaware
"Cerebrovascular Disease",CO,2011,25,Delta
"Cerebrovascular Disease",MI,2011,45,Delta
"Cerebrovascular Disease",TX,2011,6,Delta
"Cerebrovascular Disease",AK,2011,0,Denali
"Cerebrovascular Disease",MO,2011,16,Dent
"Cerebrovascular Disease",TX,2011,383,Denton
"Cerebrovascular Disease",CO,2011,232,Denver
"Cerebrovascular Disease",IA,2011,33,"Des Moines"
"Cerebrovascular Disease",OR,2011,355,Deschutes
"Cerebrovascular Disease",AR,2011,24,Desha
"Cerebrovascular Disease",FL,2011,35,DeSoto
"Cerebrovascular Disease",MS,2011,265,DeSoto
"Cerebrovascular Disease",NE,2011,0,Deuel
"Cerebrovascular Disease",SD,2011,1,Deuel
"Cerebrovascular Disease",OK,2011,3,Dewey
"Cerebrovascular Disease",SD,2011,5,Dewey
"Cerebrovascular Disease",TX,2011,16,DeWitt
"Cerebrovascular Disease",TX,2011,0,Dickens
"Cerebrovascular Disease",VA,2011,11,Dickenson
"Cerebrovascular Disease",ND,2011,5,Dickey
"Cerebrovascular Disease",IA,2011,22,Dickinson
"Cerebrovascular Disease",KS,2011,6,Dickinson
"Cerebrovascular Disease",MI,2011,23,Dickinson
"Cerebrovascular Disease",TN,2011,48,Dickson
"Cerebrovascular Disease",AK,2011,2,Dillingham
"Cerebrovascular Disease",SC,2011,39,Dillon
"Cerebrovascular Disease",TX,2011,6,Dimmit
"Cerebrovascular Disease",VA,2011,18,Dinwiddie
"Cerebrovascular Disease",DC,2011,435,"District of Columbia"
"Cerebrovascular Disease",ND,2011,1,Divide
"Cerebrovascular Disease",FL,2011,18,Dixie
"Cerebrovascular Disease",NE,2011,2,Dixon
"Cerebrovascular Disease",WV,2011,2,Doddridge
"Cerebrovascular Disease",GA,2011,16,Dodge
"Cerebrovascular Disease",MN,2011,7,Dodge
"Cerebrovascular Disease",NE,2011,31,Dodge
"Cerebrovascular Disease",WI,2011,69,Dodge
"Cerebrovascular Disease",CO,2011,0,Dolores
"Cerebrovascular Disease",NM,2011,86,"Dona Ana"
"Cerebrovascular Disease",KS,2011,6,Doniphan
"Cerebrovascular Disease",TX,2011,6,Donley
"Cerebrovascular Disease",GA,2011,6,Dooly
"Cerebrovascular Disease",WI,2011,27,Door
"Cerebrovascular Disease",MD,2011,32,Dorchester
"Cerebrovascular Disease",SC,2011,30,Dorchester
"Cerebrovascular Disease",GA,2011,30,Dougherty
"Cerebrovascular Disease",CO,2011,546,Douglas
"Cerebrovascular Disease",GA,2011,69,Douglas
"Cerebrovascular Disease",IL,2011,10,Douglas
"Cerebrovascular Disease",KS,2011,47,Douglas
"Cerebrovascular Disease",MN,2011,18,Douglas
"Cerebrovascular Disease",MO,2011,12,Douglas
"Cerebrovascular Disease",NE,2011,230,Douglas
"Cerebrovascular Disease",NV,2011,47,Douglas
"Cerebrovascular Disease",OR,2011,185,Douglas
"Cerebrovascular Disease",SD,2011,0,Douglas
"Cerebrovascular Disease",WA,2011,24,Douglas
"Cerebrovascular Disease",WI,2011,65,Douglas
"Cerebrovascular Disease",AR,2011,20,Drew
"Cerebrovascular Disease",IN,2011,54,Dubois
"Cerebrovascular Disease",IA,2011,74,Dubuque
"Cerebrovascular Disease",UT,2011,11,Duchesne
"Cerebrovascular Disease",MA,2011,30,Dukes
"Cerebrovascular Disease",NE,2011,2,Dundy
"Cerebrovascular Disease",MO,2011,41,Dunklin
"Cerebrovascular Disease",ND,2011,1,Dunn
"Cerebrovascular Disease",WI,2011,62,Dunn
"Cerebrovascular Disease",IL,2011,429,DuPage
"Cerebrovascular Disease",NC,2011,29,Duplin
"Cerebrovascular Disease",NC,2011,95,Durham
"Cerebrovascular Disease",NY,2011,307,Dutchess
"Cerebrovascular Disease",FL,2011,333,Duval
"Cerebrovascular Disease",TX,2011,6,Duval
"Cerebrovascular Disease",TN,2011,25,Dyer
"Cerebrovascular Disease",CO,2011,96,Eagle
"Cerebrovascular Disease",GA,2011,8,Early
"Cerebrovascular Disease",LA,2011,813,"East Baton Rouge"
"Cerebrovascular Disease",LA,2011,7,"East Carroll"
"Cerebrovascular Disease",LA,2011,33,"East Feliciana"
"Cerebrovascular Disease",TX,2011,14,Eastland
"Cerebrovascular Disease",MI,2011,26,Eaton
"Cerebrovascular Disease",WI,2011,209,"Eau Claire"
"Cerebrovascular Disease",GA,2011,1,Echols
"Cerebrovascular Disease",TX,2011,45,Ector
"Cerebrovascular Disease",ND,2011,2,Eddy
"Cerebrovascular Disease",NM,2011,78,Eddy
"Cerebrovascular Disease",IL,2011,11,Edgar
"Cerebrovascular Disease",NC,2011,81,Edgecombe
"Cerebrovascular Disease",SC,2011,15,Edgefield
"Cerebrovascular Disease",KY,2011,8,Edmonson
"Cerebrovascular Disease",SD,2011,1,Edmunds
"Cerebrovascular Disease",IL,2011,4,Edwards
"Cerebrovascular Disease",KS,2011,2,Edwards
"Cerebrovascular Disease",TX,2011,0,Edwards
"Cerebrovascular Disease",GA,2011,51,Effingham
"Cerebrovascular Disease",IL,2011,18,Effingham
"Cerebrovascular Disease",CA,2011,111,"El Dorado"
"Cerebrovascular Disease",CO,2011,197,"El Paso"
"Cerebrovascular Disease",TX,2011,1123,"El Paso"
"Cerebrovascular Disease",CO,2011,46,Elbert
"Cerebrovascular Disease",GA,2011,26,Elbert
"Cerebrovascular Disease",KS,2011,2,Elk
"Cerebrovascular Disease",PA,2011,26,Elk
"Cerebrovascular Disease",IN,2011,72,Elkhart
"Cerebrovascular Disease",NV,2011,14,Elko
"Cerebrovascular Disease",KY,2011,5,Elliott
"Cerebrovascular Disease",KS,2011,54,Ellis
"Cerebrovascular Disease",OK,2011,2,Ellis
"Cerebrovascular Disease",TX,2011,40,Ellis
"Cerebrovascular Disease",KS,2011,6,Ellsworth
"Cerebrovascular Disease",AL,2011,44,Elmore
"Cerebrovascular Disease",ID,2011,10,Elmore
"Cerebrovascular Disease",GA,2011,14,Emanuel
"Cerebrovascular Disease",UT,2011,7,Emery
"Cerebrovascular Disease",IA,2011,8,Emmet
"Cerebrovascular Disease",MI,2011,43,Emmet
"Cerebrovascular Disease",ND,2011,2,Emmons
"Cerebrovascular Disease",VA,2011,6,"Emporia City"
"Cerebrovascular Disease",TX,2011,72,Erath
"Cerebrovascular Disease",NY,2011,553,Erie
"Cerebrovascular Disease",OH,2011,173,Erie
"Cerebrovascular Disease",PA,2011,317,Erie
"Cerebrovascular Disease",AL,2011,33,Escambia
"Cerebrovascular Disease",FL,2011,549,Escambia
"Cerebrovascular Disease",NV,2011,0,Esmeralda
"Cerebrovascular Disease",MA,2011,1211,Essex
"Cerebrovascular Disease",NJ,2011,788,Essex
"Cerebrovascular Disease",NY,2011,27,Essex
"Cerebrovascular Disease",VA,2011,9,Essex
"Cerebrovascular Disease",VT,2011,5,Essex
"Cerebrovascular Disease",KY,2011,25,Estill
"Cerebrovascular Disease",AL,2011,139,Etowah
"Cerebrovascular Disease",NV,2011,1,Eureka
"Cerebrovascular Disease",LA,2011,32,Evangeline
"Cerebrovascular Disease",GA,2011,6,Evans
"Cerebrovascular Disease",AK,2011,67,"Fairbanks North Star"
"Cerebrovascular Disease",VA,2011,1258,Fairfax
"Cerebrovascular Disease",VA,2011,19,"Fairfax City"
"Cerebrovascular Disease",CT,2011,875,Fairfield
"Cerebrovascular Disease",OH,2011,95,Fairfield
"Cerebrovascular Disease",SC,2011,14,Fairfield
"Cerebrovascular Disease",SD,2011,3,"Fall River"
"Cerebrovascular Disease",MT,2011,1,Fallon
"Cerebrovascular Disease",TX,2011,14,Falls
"Cerebrovascular Disease",VA,2011,7,"Falls Church City"
"Cerebrovascular Disease",GA,2011,22,Fannin
"Cerebrovascular Disease",TX,2011,51,Fannin
"Cerebrovascular Disease",MN,2011,7,Faribault
"Cerebrovascular Disease",SD,2011,0,Faulk
"Cerebrovascular Disease",AR,2011,82,Faulkner
"Cerebrovascular Disease",VA,2011,36,Fauquier
"Cerebrovascular Disease",AL,2011,25,Fayette
"Cerebrovascular Disease",GA,2011,45,Fayette
"Cerebrovascular Disease",IA,2011,18,Fayette
"Cerebrovascular Disease",IL,2011,14,Fayette
"Cerebrovascular Disease",IN,2011,9,Fayette
"Cerebrovascular Disease",KY,2011,169,Fayette
"Cerebrovascular Disease",OH,2011,18,Fayette
"Cerebrovascular Disease",PA,2011,159,Fayette
"Cerebrovascular Disease",TN,2011,66,Fayette
"Cerebrovascular Disease",TX,2011,27,Fayette
"Cerebrovascular Disease",WV,2011,35,Fayette
"Cerebrovascular Disease",TN,2011,11,Fentress
"Cerebrovascular Disease",MT,2011,10,Fergus
"Cerebrovascular Disease",WA,2011,3,Ferry
"Cerebrovascular Disease",MN,2011,4,Fillmore
"Cerebrovascular Disease",NE,2011,4,Fillmore
"Cerebrovascular Disease",KS,2011,64,Finney
"Cerebrovascular Disease",TX,2011,4,Fisher
"Cerebrovascular Disease",FL,2011,115,Flagler
"Cerebrovascular Disease",MT,2011,88,Flathead
"Cerebrovascular Disease",KY,2011,15,Fleming
"Cerebrovascular Disease",SC,2011,186,Florence
"Cerebrovascular Disease",WI,2011,5,Florence
"Cerebrovascular Disease",GA,2011,101,Floyd
"Cerebrovascular Disease",IA,2011,12,Floyd
"Cerebrovascular Disease",IN,2011,120,Floyd
"Cerebrovascular Disease",KY,2011,20,Floyd
"Cerebrovascular Disease",TX,2011,10,Floyd
"Cerebrovascular Disease",VA,2011,6,Floyd
"Cerebrovascular Disease",VA,2011,30,Fluvanna
"Cerebrovascular Disease",TX,2011,0,Foard
"Cerebrovascular Disease",WI,2011,28,"Fond du Lac"
"Cerebrovascular Disease",IL,2011,4,Ford
"Cerebrovascular Disease",KS,2011,10,Ford
"Cerebrovascular Disease",PA,2011,10,Forest
"Cerebrovascular Disease",WI,2011,6,Forest
"Cerebrovascular Disease",MS,2011,29,Forrest
"Cerebrovascular Disease",GA,2011,228,Forsyth
"Cerebrovascular Disease",NC,2011,597,Forsyth
"Cerebrovascular Disease",TX,2011,180,"Fort Bend"
"Cerebrovascular Disease",ND,2011,1,Foster
"Cerebrovascular Disease",IN,2011,14,Fountain
"Cerebrovascular Disease",AL,2011,25,Franklin
"Cerebrovascular Disease",AR,2011,8,Franklin
"Cerebrovascular Disease",FL,2011,8,Franklin
"Cerebrovascular Disease",GA,2011,21,Franklin
"Cerebrovascular Disease",IA,2011,11,Franklin
"Cerebrovascular Disease",ID,2011,6,Franklin
"Cerebrovascular Disease",IL,2011,29,Franklin
"Cerebrovascular Disease",IN,2011,24,Franklin
"Cerebrovascular Disease",KS,2011,10,Franklin
"Cerebrovascular Disease",KY,2011,21,Franklin
"Cerebrovascular Disease",LA,2011,23,Franklin
"Cerebrovascular Disease",MA,2011,76,Franklin
"Cerebrovascular Disease",ME,2011,47,Franklin
"Cerebrovascular Disease",MO,2011,57,Franklin
"Cerebrovascular Disease",MS,2011,6,Franklin
"Cerebrovascular Disease",NC,2011,32,Franklin
"Cerebrovascular Disease",NE,2011,2,Franklin
"Cerebrovascular Disease",NY,2011,21,Franklin
"Cerebrovascular Disease",OH,2011,511,Franklin
"Cerebrovascular Disease",PA,2011,117,Franklin
"Cerebrovascular Disease",TN,2011,16,Franklin
"Cerebrovascular Disease",TX,2011,2,Franklin
"Cerebrovascular Disease",VA,2011,39,Franklin
"Cerebrovascular Disease",VT,2011,35,Franklin
"Cerebrovascular Disease",WA,2011,46,Franklin
"Cerebrovascular Disease",VA,2011,6,"Franklin City"
"Cerebrovascular Disease",MD,2011,132,Frederick
"Cerebrovascular Disease",VA,2011,80,Frederick
"Cerebrovascular Disease",VA,2011,8,"Fredericksburg City"
"Cerebrovascular Disease",MN,2011,26,Freeborn
"Cerebrovascular Disease",TX,2011,20,Freestone
"Cerebrovascular Disease",CO,2011,21,Fremont
"Cerebrovascular Disease",IA,2011,4,Fremont
"Cerebrovascular Disease",ID,2011,9,Fremont
"Cerebrovascular Disease",WY,2011,19,Fremont
"Cerebrovascular Disease",CA,2011,449,Fresno
"Cerebrovascular Disease",TX,2011,4,Frio
"Cerebrovascular Disease",NE,2011,0,Frontier
"Cerebrovascular Disease",AR,2011,8,Fulton
"Cerebrovascular Disease",GA,2011,544,Fulton
"Cerebrovascular Disease",IL,2011,28,Fulton
"Cerebrovascular Disease",IN,2011,10,Fulton
"Cerebrovascular Disease",KY,2011,8,Fulton
"Cerebrovascular Disease",NY,2011,78,Fulton
"Cerebrovascular Disease",OH,2011,30,Fulton
"Cerebrovascular Disease",PA,2011,12,Fulton
