@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R3,5_clustered'

@attribute Instance_number numeric
@attribute disease_name {'Cerebrovascular Disease',Cholera,'Chronic lower respiratory diseases','Diabetes mellitus','Diarrheal Diseases',HIV/AIDS,'Influenza and pneumonia',Malaria,'Malignant tumours',Tuberculosis}
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute no_of_death numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
606,Malaria,UT,17,cluster7
607,HIV/AIDS,MN,42,cluster0
608,'Cerebrovascular Disease',IL,9,cluster3
609,HIV/AIDS,LA,4,cluster0
610,'Cerebrovascular Disease',TX,33,cluster3
611,'Influenza and pneumonia',LA,151,cluster8
612,HIV/AIDS,CO,6,cluster0
613,HIV/AIDS,KY,23,cluster0
614,'Diabetes mellitus',VA,10,cluster4
615,HIV/AIDS,IN,6,cluster0
616,'Influenza and pneumonia',ND,15,cluster8
617,HIV/AIDS,TX,34,cluster0
618,HIV/AIDS,KS,32,cluster0
619,'Cerebrovascular Disease',PA,678,cluster3
620,'Malignant tumours',NH,142,cluster2
621,'Diarrheal Diseases',NE,3,cluster1
622,Malaria,NM,184,cluster7
623,HIV/AIDS,KS,0,cluster0
624,'Cerebrovascular Disease',OH,109,cluster3
625,Malaria,MO,11,cluster7
626,'Influenza and pneumonia',VA,337,cluster8
627,'Diarrheal Diseases',AL,37,cluster1
628,'Diabetes mellitus',OH,47,cluster4
629,HIV/AIDS,IN,11,cluster0
630,HIV/AIDS,NH,231,cluster0
631,Cholera,OR,8,cluster9
632,'Diarrheal Diseases',FL,250,cluster1
633,'Cerebrovascular Disease',TN,105,cluster3
634,'Diarrheal Diseases',TN,5,cluster1
635,'Malignant tumours',ID,9,cluster2
636,Tuberculosis,OH,91,cluster6
637,Tuberculosis,NY,83,cluster6
638,'Chronic lower respiratory diseases',OK,34,cluster5
639,'Influenza and pneumonia',TN,34,cluster8
640,Cholera,IA,14,cluster9
641,'Cerebrovascular Disease',MN,12,cluster3
642,HIV/AIDS,PA,11,cluster0
643,'Diarrheal Diseases',GA,11,cluster1
644,'Diabetes mellitus',PA,1132,cluster4
645,HIV/AIDS,VA,42,cluster0
646,'Chronic lower respiratory diseases',GA,66,cluster5
647,Tuberculosis,FL,26,cluster6
648,'Diabetes mellitus',WA,4,cluster4
649,Tuberculosis,WV,4,cluster6
650,Cholera,MT,1,cluster9
651,'Malignant tumours',CT,102,cluster2
652,'Diarrheal Diseases',IN,12,cluster1
653,'Influenza and pneumonia',MS,15,cluster8
654,'Diarrheal Diseases',NM,3,cluster1
655,Tuberculosis,DE,109,cluster6
656,'Influenza and pneumonia',TX,17,cluster8
657,Tuberculosis,NV,885,cluster6
658,HIV/AIDS,OH,26,cluster0
659,'Malignant tumours',NC,16,cluster2
660,'Malignant tumours',MS,28,cluster2
661,'Cerebrovascular Disease',TN,56,cluster3
662,'Cerebrovascular Disease',MN,77,cluster3
663,'Chronic lower respiratory diseases',CA,677,cluster5
664,'Diabetes mellitus',NC,15,cluster4
665,Malaria,MN,30,cluster7
666,Tuberculosis,SD,2,cluster6
667,Tuberculosis,OH,38,cluster6
668,'Diabetes mellitus',MN,20,cluster4
669,Malaria,MN,389,cluster7
670,'Cerebrovascular Disease',GA,99,cluster3
671,'Influenza and pneumonia',IN,122,cluster8
672,HIV/AIDS,MT,26,cluster0
673,'Diabetes mellitus',ND,2,cluster4
674,Tuberculosis,GA,30,cluster6
675,Tuberculosis,MS,61,cluster6
676,HIV/AIDS,AR,2,cluster0
677,HIV/AIDS,FL,24,cluster0
678,'Diarrheal Diseases',MN,3,cluster1
679,'Malignant tumours',TN,80,cluster2
680,Malaria,GA,22,cluster7
681,'Cerebrovascular Disease',MN,21,cluster3
682,Tuberculosis,FL,964,cluster6
683,HIV/AIDS,NC,17,cluster0
684,'Malignant tumours',TX,30,cluster2
685,'Malignant tumours',GA,65,cluster2
686,'Influenza and pneumonia',VT,44,cluster8
687,'Cerebrovascular Disease',IL,83,cluster3
688,'Cerebrovascular Disease',WV,4,cluster3
689,Malaria,AR,12,cluster7
690,'Chronic lower respiratory diseases',KY,14,cluster5
691,'Malignant tumours',UT,30,cluster2
692,Cholera,WI,51,cluster9
693,Malaria,MO,78,cluster7
694,Tuberculosis,OH,29,cluster6
695,Malaria,PA,44,cluster7
696,'Cerebrovascular Disease',MT,10,cluster3
697,'Diabetes mellitus',NE,1,cluster4
698,HIV/AIDS,TN,62,cluster0
699,'Cerebrovascular Disease',TX,28,cluster3
700,'Diabetes mellitus',KY,16,cluster4
701,HIV/AIDS,IA,2,cluster0
702,HIV/AIDS,WA,27,cluster0
703,'Cerebrovascular Disease',MO,18,cluster3
704,Tuberculosis,TN,13,cluster6
705,'Diabetes mellitus',MI,154,cluster4
706,'Influenza and pneumonia',GA,10,cluster8
707,HIV/AIDS,MT,2,cluster0
708,HIV/AIDS,NC,15,cluster0
709,'Diarrheal Diseases',MO,251,cluster1
710,HIV/AIDS,GA,145,cluster0
711,Tuberculosis,WA,111,cluster6
712,Tuberculosis,AR,7,cluster6
713,'Diarrheal Diseases',UT,18,cluster1
714,'Chronic lower respiratory diseases',IL,263,cluster5
715,'Malignant tumours',TX,1508,cluster2
716,HIV/AIDS,GA,47,cluster0
717,'Chronic lower respiratory diseases',TX,39,cluster5
718,'Influenza and pneumonia',LA,43,cluster8
719,'Diarrheal Diseases',NE,2,cluster1
720,Malaria,GA,44,cluster7
721,Cholera,TX,29,cluster9
722,HIV/AIDS,TX,19,cluster0
723,'Cerebrovascular Disease',MS,11,cluster3
724,'Diarrheal Diseases',IL,49,cluster1
725,HIV/AIDS,KS,33,cluster0
726,Cholera,MT,0,cluster9
727,Tuberculosis,UT,365,cluster6
728,'Diarrheal Diseases',OR,0,cluster1
729,Tuberculosis,CO,22,cluster6
730,'Malignant tumours',NC,43,cluster2
731,'Diabetes mellitus',IN,16,cluster4
732,Cholera,GA,11,cluster9
733,'Influenza and pneumonia',MT,4,cluster8
734,HIV/AIDS,NM,34,cluster0
735,'Influenza and pneumonia',OH,14,cluster8
736,HIV/AIDS,ID,4,cluster0
737,'Chronic lower respiratory diseases',TX,30,cluster5
738,Tuberculosis,ND,0,cluster6
739,'Cerebrovascular Disease',ND,2,cluster3
740,HIV/AIDS,GA,8,cluster0
741,Malaria,AR,21,cluster7
742,'Diarrheal Diseases',AK,0,cluster1
743,Malaria,NY,59,cluster7
744,HIV/AIDS,NE,20,cluster0
745,'Chronic lower respiratory diseases',IN,27,cluster5
746,Cholera,FL,129,cluster9
747,'Diabetes mellitus',AZ,1005,cluster4
748,'Cerebrovascular Disease',OK,28,cluster3
749,'Chronic lower respiratory diseases',IA,68,cluster5
750,'Cerebrovascular Disease',MO,19,cluster3
751,'Diabetes mellitus',IN,59,cluster4
752,Malaria,AL,45,cluster7
753,Cholera,NY,96,cluster9
754,'Influenza and pneumonia',KS,1,cluster8
755,'Malignant tumours',TN,32,cluster2
756,Malaria,OH,103,cluster7
757,HIV/AIDS,LA,508,cluster0
758,'Malignant tumours',IN,9,cluster2
759,Malaria,AR,18,cluster7
760,'Cerebrovascular Disease',OK,3,cluster3
761,'Diarrheal Diseases',TX,46,cluster1
762,Malaria,ND,1,cluster7
763,'Influenza and pneumonia',MS,7,cluster8
764,'Diabetes mellitus',IN,15,cluster4
765,'Cerebrovascular Disease',AR,55,cluster3
766,Cholera,WI,17,cluster9
767,Malaria,IN,35,cluster7
768,'Cerebrovascular Disease',TN,93,cluster3
769,Cholera,GA,12,cluster9
770,'Diarrheal Diseases',KY,34,cluster1
771,'Malignant tumours',KY,6,cluster2
772,'Influenza and pneumonia',MI,31,cluster8
773,HIV/AIDS,IL,16,cluster0
774,'Chronic lower respiratory diseases',TX,14,cluster5
775,'Chronic lower respiratory diseases',MO,6,cluster5
776,Malaria,PA,29,cluster7
777,Malaria,OK,5,cluster7
778,'Chronic lower respiratory diseases',MN,22,cluster5
779,HIV/AIDS,LA,22,cluster0
780,'Influenza and pneumonia',KS,2,cluster8
781,'Cerebrovascular Disease',WA,2,cluster3
782,'Diarrheal Diseases',UT,6,cluster1
783,Tuberculosis,MT,2,cluster6
784,Tuberculosis,TX,21,cluster6
785,'Influenza and pneumonia',TX,96,cluster8
786,'Cerebrovascular Disease',MS,18,cluster3
787,Cholera,TX,5,cluster9
788,HIV/AIDS,NY,513,cluster0
789,HIV/AIDS,MS,19,cluster0
790,Malaria,NC,173,cluster7
791,'Diarrheal Diseases',TN,22,cluster1
792,HIV/AIDS,TN,22,cluster0
793,HIV/AIDS,VT,28,cluster0
794,'Chronic lower respiratory diseases',MT,3,cluster5
795,'Diabetes mellitus',TN,180,cluster4
796,'Diabetes mellitus',NM,3,cluster4
797,'Malignant tumours',NH,117,cluster2
798,Cholera,MT,27,cluster9
799,Malaria,IA,13,cluster7
800,'Malignant tumours',NC,344,cluster2
801,'Cerebrovascular Disease',KS,13,cluster3
802,'Chronic lower respiratory diseases',KY,62,cluster5
803,'Malignant tumours',MI,48,cluster2
804,'Chronic lower respiratory diseases',FL,18,cluster5
805,Tuberculosis,CO,50,cluster6
806,'Influenza and pneumonia',MN,1,cluster8
807,'Malignant tumours',MI,61,cluster2
808,'Chronic lower respiratory diseases',FL,297,cluster5
809,'Diarrheal Diseases',VA,39,cluster1
810,Cholera,OK,3,cluster9
811,HIV/AIDS,SD,3,cluster0
812,'Malignant tumours',CA,145,cluster2
813,Malaria,SD,23,cluster7
814,'Influenza and pneumonia',KY,20,cluster8
815,'Chronic lower respiratory diseases',IA,10,cluster5
816,'Diarrheal Diseases',IL,8,cluster1
817,'Diarrheal Diseases',WA,26,cluster1
818,Tuberculosis,HI,1521,cluster6
819,'Diarrheal Diseases',GA,20,cluster1
820,'Influenza and pneumonia',KY,10,cluster8
821,'Malignant tumours',WA,11,cluster2
822,HIV/AIDS,UT,5,cluster0
823,'Chronic lower respiratory diseases',GA,227,cluster5
824,Cholera,PA,51,cluster9
825,'Malignant tumours',MI,218,cluster2
826,'Influenza and pneumonia',TX,5,cluster8
827,'Influenza and pneumonia',GA,12,cluster8
828,HIV/AIDS,TN,39,cluster0
829,'Cerebrovascular Disease',AR,6,cluster3
830,HIV/AIDS,AL,22,cluster0
831,'Diarrheal Diseases',MT,2,cluster1
832,Cholera,MS,2,cluster9
833,HIV/AIDS,WI,136,cluster0
834,HIV/AIDS,FL,257,cluster0
835,'Diarrheal Diseases',MO,2,cluster1
836,HIV/AIDS,VA,94,cluster0
837,'Diabetes mellitus',RI,67,cluster4
838,'Malignant tumours',NC,95,cluster2
839,'Diabetes mellitus',NC,16,cluster4
840,'Chronic lower respiratory diseases',KS,6,cluster5
841,'Chronic lower respiratory diseases',CA,29,cluster5
842,'Cerebrovascular Disease',GA,14,cluster3
843,'Influenza and pneumonia',IN,50,cluster8
844,'Diarrheal Diseases',MO,10,cluster1
845,'Malignant tumours',ID,7,cluster2
846,Malaria,PA,127,cluster7
847,'Diabetes mellitus',TX,0,cluster4
848,'Cerebrovascular Disease',FL,431,cluster3
849,Malaria,MN,7,cluster7
850,HIV/AIDS,PA,20,cluster0
851,'Diabetes mellitus',AR,15,cluster4
852,'Cerebrovascular Disease',MO,17,cluster3
853,'Influenza and pneumonia',IL,50,cluster8
854,Tuberculosis,MS,30,cluster6
855,'Influenza and pneumonia',KS,20,cluster8
856,'Diabetes mellitus',OK,20,cluster4
857,Malaria,NM,348,cluster7
858,'Influenza and pneumonia',NM,1,cluster8
859,Malaria,MN,160,cluster7
860,Tuberculosis,MI,184,cluster6
861,'Influenza and pneumonia',TX,6,cluster8
862,Tuberculosis,MO,334,cluster6
863,'Influenza and pneumonia',MO,15,cluster8
864,HIV/AIDS,GA,47,cluster0
865,'Cerebrovascular Disease',TX,7,cluster3
866,Tuberculosis,GA,27,cluster6
867,'Malignant tumours',OK,12,cluster2
868,'Diabetes mellitus',KY,10,cluster4
869,'Cerebrovascular Disease',TX,31,cluster3
870,'Diarrheal Diseases',SC,34,cluster1
871,'Cerebrovascular Disease',NY,44,cluster3
872,'Cerebrovascular Disease',VA,12,cluster3
873,'Chronic lower respiratory diseases',NC,33,cluster5
874,'Malignant tumours',OH,28,cluster2
875,'Influenza and pneumonia',NH,128,cluster8
876,'Chronic lower respiratory diseases',AL,8,cluster5
877,'Malignant tumours',OK,13,cluster2
878,'Influenza and pneumonia',VA,27,cluster8
879,Tuberculosis,NV,5,cluster6
880,HIV/AIDS,KY,9,cluster0
881,'Chronic lower respiratory diseases',NC,49,cluster5
882,Tuberculosis,MT,12,cluster6
883,Cholera,VA,48,cluster9
884,'Influenza and pneumonia',IL,122,cluster8
885,'Malignant tumours',IA,18,cluster2
886,Cholera,OH,67,cluster9
887,'Malignant tumours',WI,74,cluster2
888,'Malignant tumours',WI,46,cluster2
889,'Influenza and pneumonia',MO,37,cluster8
890,'Influenza and pneumonia',NE,6,cluster8
891,'Influenza and pneumonia',GA,86,cluster8
892,Tuberculosis,OR,1,cluster6
893,'Diabetes mellitus',MT,5,cluster4
894,Cholera,OH,69,cluster9
895,'Chronic lower respiratory diseases',MO,58,cluster5
896,'Diarrheal Diseases',MI,7,cluster1
897,'Influenza and pneumonia',IL,254,cluster8
898,'Cerebrovascular Disease',WV,50,cluster3
899,Malaria,PA,136,cluster7
900,Malaria,PA,50,cluster7
901,Cholera,WA,23,cluster9
902,'Influenza and pneumonia',TX,64,cluster8
903,Tuberculosis,AR,21,cluster6
904,Cholera,OH,54,cluster9
905,'Diabetes mellitus',IL,45,cluster4
906,HIV/AIDS,MO,52,cluster0
907,Malaria,ND,1,cluster7
908,'Diabetes mellitus',IN,37,cluster4
909,'Diabetes mellitus',OH,110,cluster4
910,HIV/AIDS,NE,6,cluster0
911,'Diabetes mellitus',MO,17,cluster4
912,Tuberculosis,WA,6,cluster6
913,Tuberculosis,ID,41,cluster6
914,'Chronic lower respiratory diseases',TN,20,cluster5
915,Tuberculosis,VA,34,cluster6
916,'Chronic lower respiratory diseases',AL,6,cluster5
917,'Cerebrovascular Disease',ID,33,cluster3
918,Tuberculosis,GA,58,cluster6
919,'Influenza and pneumonia',KY,10,cluster8
920,Tuberculosis,TX,271,cluster6
921,HIV/AIDS,MI,513,cluster0
922,'Chronic lower respiratory diseases',GA,2,cluster5
923,'Diarrheal Diseases',FL,334,cluster1
924,'Diabetes mellitus',LA,6,cluster4
925,'Malignant tumours',GA,4,cluster2
926,HIV/AIDS,TN,25,cluster0
927,'Malignant tumours',SD,2,cluster2
928,Malaria,NY,770,cluster7
929,HIV/AIDS,TX,795,cluster0
930,'Malignant tumours',UT,9,cluster2
931,HIV/AIDS,VA,22,cluster0
932,Tuberculosis,OK,7,cluster6
933,'Diabetes mellitus',AK,4,cluster4
934,Tuberculosis,AL,6,cluster6
935,'Diarrheal Diseases',WA,109,cluster1
936,'Cerebrovascular Disease',ID,15,cluster3
937,'Malignant tumours',WI,13,cluster2
938,'Diarrheal Diseases',NE,4,cluster1
939,'Influenza and pneumonia',PA,51,cluster8
940,'Diarrheal Diseases',IN,7,cluster1
941,'Chronic lower respiratory diseases',OH,159,cluster5
942,HIV/AIDS,VA,21,cluster0
943,'Cerebrovascular Disease',SD,0,cluster3
944,'Diabetes mellitus',GA,2,cluster4
945,'Diarrheal Diseases',NY,91,cluster1
946,Cholera,OH,906,cluster9
947,HIV/AIDS,HI,75,cluster0
948,'Diarrheal Diseases',FL,8,cluster1
949,'Influenza and pneumonia',MT,1,cluster8
950,HIV/AIDS,MN,600,cluster0
951,Cholera,NY,135,cluster9
952,HIV/AIDS,IL,13,cluster0
953,Cholera,TN,41,cluster9
954,'Diarrheal Diseases',TX,90,cluster1
955,'Diabetes mellitus',TX,18,cluster4
956,'Influenza and pneumonia',MT,3,cluster8
957,'Influenza and pneumonia',TX,1,cluster8
958,'Malignant tumours',NY,24,cluster2
959,'Diabetes mellitus',MO,295,cluster4
960,'Malignant tumours',FL,71,cluster2
961,'Diarrheal Diseases',CA,160,cluster1
962,HIV/AIDS,SD,2,cluster0
963,'Malignant tumours',CA,20,cluster2
964,'Diarrheal Diseases',KY,15,cluster1
965,'Diabetes mellitus',TN,101,cluster4
966,HIV/AIDS,MO,55,cluster0
967,'Influenza and pneumonia',PA,125,cluster8
968,Tuberculosis,NE,12,cluster6
969,'Malignant tumours',KY,18,cluster2
970,'Diabetes mellitus',TX,194,cluster4
971,'Chronic lower respiratory diseases',TX,30,cluster5
972,'Chronic lower respiratory diseases',IN,76,cluster5
973,'Chronic lower respiratory diseases',ME,208,cluster5
974,'Diarrheal Diseases',OK,18,cluster1
975,Cholera,UT,4,cluster9
976,Tuberculosis,OH,32,cluster6
977,HIV/AIDS,ND,1,cluster0
978,'Influenza and pneumonia',ND,1,cluster8
979,Cholera,MO,40,cluster9
980,HIV/AIDS,AZ,186,cluster0
981,Tuberculosis,NE,4,cluster6
982,'Influenza and pneumonia',WV,24,cluster8
983,Malaria,KY,26,cluster7
984,HIV/AIDS,NY,64,cluster0
985,'Diarrheal Diseases',MI,55,cluster1
986,HIV/AIDS,IN,3,cluster0
987,Malaria,WY,3,cluster7
988,'Diarrheal Diseases',WA,93,cluster1
989,'Chronic lower respiratory diseases',WV,27,cluster5
990,Cholera,PA,121,cluster9
991,'Influenza and pneumonia',IA,17,cluster8
992,Tuberculosis,NC,59,cluster6
993,Tuberculosis,OR,126,cluster6
994,'Diarrheal Diseases',ND,6,cluster1
995,'Cerebrovascular Disease',MS,15,cluster3
996,'Cerebrovascular Disease',WY,14,cluster3
997,'Cerebrovascular Disease',WA,5,cluster3
998,'Diabetes mellitus',VA,8,cluster4
999,'Diabetes mellitus',CA,538,cluster4
1000,Cholera,TN,13,cluster9
1001,'Diabetes mellitus',IN,25,cluster4
1002,HIV/AIDS,NY,914,cluster0
1003,'Influenza and pneumonia',IN,27,cluster8
1004,'Diarrheal Diseases',SC,60,cluster1
1005,Malaria,ID,14,cluster7
1006,Tuberculosis,NE,7,cluster6
1007,Tuberculosis,OH,104,cluster6
1008,HIV/AIDS,KY,11,cluster0
1009,'Chronic lower respiratory diseases',SC,35,cluster5
1010,Cholera,GA,24,cluster9
1011,'Chronic lower respiratory diseases',CA,1426,cluster5
1012,'Diabetes mellitus',WV,17,cluster4
1013,'Influenza and pneumonia',MI,34,cluster8
1014,'Malignant tumours',FL,15,cluster2
1015,Tuberculosis,KY,24,cluster6
1016,Tuberculosis,KY,21,cluster6
1017,Malaria,MN,7,cluster7
1018,Tuberculosis,TX,277,cluster6
1019,Malaria,KY,7,cluster7
1020,HIV/AIDS,MT,2,cluster0
1021,Cholera,SD,1,cluster9
1022,'Cerebrovascular Disease',LA,15,cluster3
1023,HIV/AIDS,AL,87,cluster0
1024,'Chronic lower respiratory diseases',KY,5,cluster5
1025,Cholera,SC,244,cluster9
1026,'Diabetes mellitus',CA,131,cluster4
1027,'Diarrheal Diseases',TX,3,cluster1
1028,'Chronic lower respiratory diseases',IL,25,cluster5
1029,HIV/AIDS,WV,17,cluster0
1030,'Malignant tumours',ND,13,cluster2
1031,'Malignant tumours',FL,214,cluster2
1032,Cholera,KS,8,cluster9
1033,'Malignant tumours',AR,28,cluster2
1034,'Cerebrovascular Disease',MI,98,cluster3
1035,'Chronic lower respiratory diseases',WI,56,cluster5
1036,'Cerebrovascular Disease',WV,59,cluster3
1037,'Malignant tumours',NY,52,cluster2
1038,'Diarrheal Diseases',TX,53,cluster1
1039,'Chronic lower respiratory diseases',FL,195,cluster5
1040,Cholera,AR,2,cluster9
1041,HIV/AIDS,SC,32,cluster0
1042,'Chronic lower respiratory diseases',MI,96,cluster5
1043,'Chronic lower respiratory diseases',WV,40,cluster5
1044,'Chronic lower respiratory diseases',TX,6239,cluster5
1045,Malaria,WV,9,cluster7
1046,Cholera,OH,15,cluster9
1047,Malaria,WA,3,cluster7
1048,'Chronic lower respiratory diseases',GA,26,cluster5
1049,'Diarrheal Diseases',NC,20,cluster1
1050,HIV/AIDS,MT,0,cluster0
1051,Cholera,MN,10,cluster9
1052,Malaria,TX,109,cluster7
1053,'Cerebrovascular Disease',ND,3,cluster3
1054,Cholera,FL,445,cluster9
1055,HIV/AIDS,TN,175,cluster0
1056,Malaria,NE,10,cluster7
1057,'Chronic lower respiratory diseases',MO,13,cluster5
1058,Malaria,PA,8,cluster7
1059,'Cerebrovascular Disease',VA,1107,cluster3
1060,'Diarrheal Diseases',IN,104,cluster1
1061,'Diabetes mellitus',CO,8,cluster4
1062,'Influenza and pneumonia',TN,25,cluster8
1063,Cholera,IA,15,cluster9
1064,Cholera,WI,31,cluster9
1065,'Diabetes mellitus',AL,75,cluster4
1066,'Malignant tumours',TX,1,cluster2
1067,'Chronic lower respiratory diseases',LA,7,cluster5
1068,'Diabetes mellitus',ND,1,cluster4
1069,Tuberculosis,TN,5,cluster6
1070,'Influenza and pneumonia',KY,37,cluster8
1071,Malaria,TN,48,cluster7
1072,Malaria,VT,68,cluster7
1073,Tuberculosis,PA,11,cluster6
1074,'Cerebrovascular Disease',OH,73,cluster3
1075,'Chronic lower respiratory diseases',ND,1,cluster5
1076,'Diarrheal Diseases',OK,14,cluster1
1077,Tuberculosis,AR,9,cluster6
1078,'Cerebrovascular Disease',WY,9,cluster3
1079,'Influenza and pneumonia',GA,36,cluster8
1080,'Influenza and pneumonia',TX,1,cluster8
1081,'Cerebrovascular Disease',AR,24,cluster3
1082,Malaria,MO,59,cluster7
1083,'Malignant tumours',KS,19,cluster2
1084,'Influenza and pneumonia',LA,70,cluster8
1085,'Influenza and pneumonia',LA,60,cluster8
1086,'Diarrheal Diseases',SC,14,cluster1
1087,Malaria,OH,24,cluster7
1088,HIV/AIDS,TX,176,cluster0
1089,'Chronic lower respiratory diseases',MO,9,cluster5
1090,'Influenza and pneumonia',KY,14,cluster8
1091,'Chronic lower respiratory diseases',ND,3,cluster5
1092,'Malignant tumours',TX,153,cluster2
1093,Cholera,ND,2,cluster9
1094,'Diabetes mellitus',TN,32,cluster4
1095,'Diabetes mellitus',WA,85,cluster4
1096,'Chronic lower respiratory diseases',MI,2,cluster5
1097,'Malignant tumours',FL,320,cluster2
1098,'Malignant tumours',OR,83,cluster2
1099,'Malignant tumours',NH,36,cluster2
1100,'Diabetes mellitus',VA,12,cluster4
1101,'Diabetes mellitus',AL,13,cluster4
1102,'Diabetes mellitus',IL,16,cluster4
1103,'Influenza and pneumonia',KS,10,cluster8
1104,'Diabetes mellitus',TX,15,cluster4
1105,Malaria,IL,10,cluster7
1106,'Influenza and pneumonia',KY,25,cluster8
1107,HIV/AIDS,TX,22,cluster0
1108,'Malignant tumours',VT,39,cluster2
1109,'Diarrheal Diseases',GA,10,cluster1
1110,'Chronic lower respiratory diseases',WI,19,cluster5
1111,'Cerebrovascular Disease',TX,4,cluster3
1112,'Influenza and pneumonia',AR,6,cluster8
1113,HIV/AIDS,MN,17,cluster0
1114,'Cerebrovascular Disease',MI,159,cluster3
1115,'Malignant tumours',CA,66,cluster2
1116,'Malignant tumours',ME,37,cluster2
1117,'Cerebrovascular Disease',NM,114,cluster3
1118,'Chronic lower respiratory diseases',ID,147,cluster5
1119,'Diarrheal Diseases',KY,68,cluster1
1120,Malaria,NV,1,cluster7
1121,'Malignant tumours',WA,114,cluster2
1122,HIV/AIDS,GA,47,cluster0
1123,'Influenza and pneumonia',NC,10,cluster8
1124,'Diarrheal Diseases',SC,92,cluster1
1125,Tuberculosis,TX,7,cluster6
1126,Tuberculosis,AR,41,cluster6
1127,'Diabetes mellitus',MO,5,cluster4
1128,Tuberculosis,TX,25,cluster6
1129,Tuberculosis,LA,4,cluster6
1130,'Cerebrovascular Disease',AR,175,cluster3
1131,'Diarrheal Diseases',AR,126,cluster1
1132,Tuberculosis,GA,50,cluster6
1133,Malaria,CA,52,cluster7
1134,'Malignant tumours',NC,35,cluster2
1135,'Diabetes mellitus',MO,12,cluster4
1136,'Diabetes mellitus',OR,16,cluster4
1137,'Influenza and pneumonia',IN,9,cluster8
1138,'Diarrheal Diseases',MI,43,cluster1
1139,Cholera,KY,28,cluster9
1140,Tuberculosis,MT,0,cluster6
1141,'Diabetes mellitus',WI,2,cluster4
1142,'Diabetes mellitus',GA,228,cluster4
1143,'Diarrheal Diseases',SD,2,cluster1
1144,'Diarrheal Diseases',WV,14,cluster1
1145,'Malignant tumours',KY,13,cluster2
1146,'Cerebrovascular Disease',NE,2,cluster3
1147,'Malignant tumours',WI,108,cluster2
1148,'Chronic lower respiratory diseases',IA,24,cluster5
1149,'Diarrheal Diseases',SD,0,cluster1
1150,'Malignant tumours',GA,21,cluster2
1151,'Diabetes mellitus',NE,0,cluster4
1152,'Malignant tumours',KS,4,cluster2
1153,Tuberculosis,MS,54,cluster6
1154,'Influenza and pneumonia',MS,7,cluster8
1155,Malaria,AL,21,cluster7
1156,'Influenza and pneumonia',MN,22,cluster8
1157,Cholera,VA,6,cluster9
1158,HIV/AIDS,UT,6,cluster0
1159,HIV/AIDS,KS,1,cluster0
1160,Cholera,GA,35,cluster9
1161,'Malignant tumours',MI,21,cluster2
1162,Tuberculosis,ND,1,cluster6
1163,'Diarrheal Diseases',TN,46,cluster1
1164,'Diabetes mellitus',AK,5,cluster4
1165,'Malignant tumours',TN,32,cluster2
1166,Malaria,AZ,24,cluster7
1167,HIV/AIDS,GA,1101,cluster0
1168,'Diabetes mellitus',MA,273,cluster4
1169,'Malignant tumours',MN,19,cluster2
1170,'Diabetes mellitus',NM,282,cluster4
1171,HIV/AIDS,WA,105,cluster0
1172,'Chronic lower respiratory diseases',IL,10,cluster5
1173,'Influenza and pneumonia',TN,44,cluster8
1174,'Cerebrovascular Disease',NC,69,cluster3
1175,Malaria,ND,1,cluster7
1176,Tuberculosis,TX,1384,cluster6
1177,'Diarrheal Diseases',WV,17,cluster1
1178,'Diabetes mellitus',NJ,513,cluster4
1179,'Influenza and pneumonia',IN,81,cluster8
1180,'Malignant tumours',GA,3,cluster2
1181,Malaria,VT,97,cluster7
1182,'Diabetes mellitus',AK,0,cluster4
1183,'Diarrheal Diseases',ME,19,cluster1
1184,'Chronic lower respiratory diseases',TX,1,cluster5
1185,'Diabetes mellitus',MO,19,cluster4
1186,'Diabetes mellitus',IA,112,cluster4
1187,HIV/AIDS,IN,84,cluster0
1188,'Diarrheal Diseases',TX,16,cluster1
1189,HIV/AIDS,MO,266,cluster0
1190,Malaria,WY,6,cluster7
1191,'Cerebrovascular Disease',NC,25,cluster3
1192,'Chronic lower respiratory diseases',NE,19,cluster5
1193,Cholera,NY,25,cluster9
1194,HIV/AIDS,OK,73,cluster0
1195,HIV/AIDS,NC,85,cluster0
1196,HIV/AIDS,CA,726,cluster0
1197,'Diarrheal Diseases',NE,1,cluster1
1198,Malaria,OR,26,cluster7
1199,'Chronic lower respiratory diseases',IL,9,cluster5
1200,Malaria,NJ,259,cluster7
1201,Malaria,IN,15,cluster7
1202,'Cerebrovascular Disease',IA,19,cluster3
1203,'Diarrheal Diseases',MO,1471,cluster1
